,id_x,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,kitchen_clusterized,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,state_building_clusterized,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income,id_y,_merge
34287,26061000,299000,HOUSE,MIXED_USE_BUILDING,Wallonia,Luxembourg,Virton,6760,,,1850,150,170,3,3,NOT_INSTALLED,No,1,0,1,,0,0,0,0,GOOD,Yes,384,E,FUELOIL,1,,,left_only
34316,58325000,299000,HOUSE,VILLA,Wallonia,Namur,Namur,5300,,,1976,170,1220,4,5,SEMI_EQUIPPED,Yes,0,1,1,15,0,0,0,1,TO_BE_DONE_UP,No,424,E,FUELOIL,1,1259,,left_only
34392,35992000,299500,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6032,50.3849774,4.3948802,,192,200,2,3,SEMI_EQUIPPED,Yes,0,1,1,32,1,,0,1,MISSING,MISSING,150,B,GAS,1,,,left_only
34399,7361000,299500,HOUSE,VILLA,Wallonia,Hainaut,Soignies,7060,50.5867335,4.054545,1974,144,735,4,5,INSTALLED,Yes,0,0,1,20,1,385,0,1,MISSING,MISSING,346,E,GAS,0,1250,,left_only
34423,79431000,299800,HOUSE,HOUSE,Flanders,West Flanders,Oostend,8400,51.2040314,2.917342,,152,152,3,3,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
34431,11923000,299899,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3980,51.0669902,5.1066078,,108,,,3,INSTALLED,Yes,0,1,1,13,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
34433,30286000,299900,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2018,51.2011064,4.4090447,2024,75,,2,1,MISSING,MISSING,0,0,1,10,0,0,0,1,GOOD,Yes,,MISSING,MISSING,0,,,left_only
34445,55624000,299900,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2310,51.3474165,4.7598533,1972,122,,3,2,INSTALLED,Yes,0,1,1,,0,0,0,0,AS_NEW,Yes,119,B,GAS,1,,,left_only
34446,22336000,299900,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9800,50.9807201,3.5282523,1996,94,,,2,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,256,C,MISSING,0,,,left_only
34453,24719000,299900,APARTMENT,APARTMENT,Flanders,Limburg,Tongeren,3700,50.7837865,5.481471,2023,98,,,2,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
34457,50778000,299900,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4602,50.6865088,5.6745056,,420,,,9,NOT_INSTALLED,No,0,1,1,30,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
34472,13480000,299900,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2020,51.1867451,4.3764033,,160,112,,3,MISSING,MISSING,0,0,0,0,1,40,0,0,TO_RENOVATE,No,758,F,MISSING,0,,,left_only
34474,60161000,299900,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2150,51.1929415,4.4901216,1956,220,385,,4,SEMI_EQUIPPED,Yes,0,0,0,0,1,170,0,0,TO_RENOVATE,No,609,F,GAS,0,856,,left_only
34485,12694000,299950,HOUSE,HOUSE,Flanders,East Flanders,Gent,9032,51.0779997,3.7110695,1943,131,370,2,3,MISSING,MISSING,0,0,0,0,1,185,0,0,TO_BE_DONE_UP,No,339,D,GAS,0,518,,left_only
34489,18959000,299979,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7608,,,,160,1091,3,3,INSTALLED,Yes,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,GAS,1,,,left_only
34494,4848000,299999,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1480,50.684259,4.2057761,2019,120,,3,3,USA_INSTALLED,Yes,0,0,1,10,1,1,0,0,AS_NEW,Yes,,B,GAS,1,,,left_only
34501,72493000,299999,HOUSE,HOUSE,Wallonia,Namur,Namur,5641,,,,245,850,4,4,INSTALLED,Yes,0,0,0,0,0,0,0,0,GOOD,Yes,562,G,FUELOIL,1,371,,left_only
34566,32169000,300000,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9940,51.1327884,3.6790739,,75,,2,1,HYPER_EQUIPPED,Yes,0,0,1,17,0,0,0,0,AS_NEW,Yes,,MISSING,MISSING,1,,,left_only
34583,62237000,300000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3001,50.8709567,4.725189,,73,,2,2,HYPER_EQUIPPED,Yes,0,0,1,8,0,0,0,0,AS_NEW,Yes,,MISSING,GAS,1,751,,left_only
34611,11370000,300000,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8630,51.0596563,2.6658053,2022,97,,,2,MISSING,MISSING,0,0,0,0,0,0,0,0,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
34622,56966000,300000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,7181,,,,84,,4,2,INSTALLED,Yes,0,0,1,19,0,0,0,1,AS_NEW,Yes,,MISSING,GAS,1,,,left_only
34623,44327000,300000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,7181,,,,92,,4,2,INSTALLED,Yes,0,0,1,18,1,22,0,1,AS_NEW,Yes,,MISSING,GAS,1,,,left_only
34649,58128000,300000,APARTMENT,DUPLEX,Flanders,Flemish Brabant,Leuven,3210,50.8939053,4.7742971,2010,100,,,1,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,105,B,GAS,1,881,,left_only
34657,72612000,300000,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Turnhout,2350,51.311313,4.8764985,2024,78,,3,1,INSTALLED,Yes,0,1,1,11,0,0,0,0,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
34662,78775000,300000,APARTMENT,GROUND_FLOOR,Flanders,West Flanders,Oostend,8400,51.2226677,2.9076953,,95,,,2,MISSING,MISSING,0,0,1,13,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
34698,35682000,300000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2230,51.0739001,4.9040894,1951,,772,4,3,HYPER_EQUIPPED,Yes,0,0,1,,0,0,0,0,GOOD,Yes,556,F,FUELOIL,1,399,,left_only
34719,64692000,300000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3290,50.9978346,5.0898862,1967,137,1591,4,3,SEMI_EQUIPPED,Yes,0,1,1,,1,,0,0,TO_RENOVATE,No,452,E,FUELOIL,1,944,,left_only
34737,9922000,300000,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7700,,,,194,795,4,4,MISSING,MISSING,0,1,0,0,1,600,0,1,TO_BE_DONE_UP,No,325,D,FUELOIL,0,1254,,left_only
34741,44898000,300000,HOUSE,HOUSE,Wallonia,Hainaut,Thuin,7133,50.3822408,4.2229961,,,590,2,5,SEMI_EQUIPPED,Yes,0,0,1,1,1,1,0,1,GOOD,Yes,253,C,FUELOIL,1,632,,left_only
34775,71636000,300000,HOUSE,HOUSE,Wallonia,Namur,Namur,5336,50.3772458,4.9803602,,,0,,7,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,421,E,MISSING,0,1137,,left_only
34785,23861000,300000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1476,,,1967,140,680,4,3,INSTALLED,Yes,0,0,1,,1,579,0,0,GOOD,Yes,408,E,FUELOIL,1,1227,,left_only
34800,54814000,300000,HOUSE,TOWN_HOUSE,Flanders,West Flanders,Kortrijk,8500,50.8373553,3.2856584,1967,229,317,3,5,INSTALLED,Yes,0,0,0,0,1,,0,0,GOOD,Yes,364,D,MISSING,1,1279,,left_only
34807,11874000,300064,HOUSE,HOUSE,Wallonia,Liège,Liège,4607,,,,140,748,4,4,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
34809,27131000,300114,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4671,50.6722583,5.6940018,,115,,,2,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,GAS,1,,,left_only
34814,72813000,300200,APARTMENT,APARTMENT,Flanders,Limburg,Tongeren,3700,50.7837865,5.481471,2023,98,,,2,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
34824,61564000,300500,APARTMENT,APARTMENT,Flanders,West Flanders,Diksmuide,8600,51.0326512,2.8720877,2022,118,,,2,MISSING,MISSING,0,0,1,31,0,0,0,0,GOOD,Yes,,MISSING,MISSING,0,,,left_only
34844,78127000,301000,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8550,50.8124342,3.3334422,2021,100,,,2,HYPER_EQUIPPED,Yes,0,0,1,4,0,0,0,0,GOOD,Yes,0,MISSING,GAS,1,,,left_only
34845,28909000,301000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2336275,2.9199171,,,,,2,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,,MISSING,MISSING,0,,,left_only
34856,35571000,301121,APARTMENT,APARTMENT,Wallonia,Liège,Waremme,4280,50.6706618,5.0836707,2023,97,,3,2,INSTALLED,Yes,0,0,0,0,0,0,0,1,AS_NEW,Yes,,MISSING,GAS,1,,,left_only
34884,35066000,301948,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9052,51.0081809,3.7036643,2024,70,,2,1,INSTALLED,Yes,0,0,1,9,0,0,0,0,AS_NEW,Yes,0,MISSING,MISSING,1,,,left_only
34925,691000,302350,HOUSE,HOUSE,Wallonia,Namur,Dinant,5580,,,2023,140,382,3,3,NOT_INSTALLED,No,0,0,1,,0,0,0,1,MISSING,MISSING,,MISSING,GAS,1,,,left_only
34933,30861000,302500,APARTMENT,APARTMENT,Wallonia,Hainaut,Tournai,7500,50.6076841,3.3899934,2021,104,,,2,INSTALLED,Yes,0,1,1,9,0,0,1,1,MISSING,MISSING,,MISSING,GAS,1,,,left_only
34937,39082000,302500,HOUSE,HOUSE,Wallonia,Namur,Namur,5300,50.5017139,5.0859886,1982,281,1260,4,3,INSTALLED,Yes,0,1,1,1,1,1,0,1,GOOD,Yes,285,D,GAS,1,1375,,left_only
34938,7558000,302519,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2440,51.1692603,4.9896809,,87,,,2,MISSING,MISSING,0,0,1,9,0,0,0,1,MISSING,MISSING,,A,MISSING,1,,,left_only
34944,46642000,302745,HOUSE,HOUSE,Flanders,West Flanders,Diksmuide,8650,50.9848701,2.9579579,2022,,280,3,3,INSTALLED,Yes,0,0,0,0,0,0,0,1,AS_NEW,Yes,,MISSING,GAS,1,,,left_only
34963,59634000,303000,HOUSE,HOUSE,Flanders,West Flanders,Diksmuide,8600,51.0742274,2.7927352,2023,,169,3,4,MISSING,MISSING,0,0,0,0,1,,0,0,GOOD,Yes,0,MISSING,MISSING,0,,,left_only
34980,44812000,303341,APARTMENT,GROUND_FLOOR,Flanders,Limburg,Maaseik,3920,51.2342889,5.3086094,,99,,,2,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
34997,35605000,303825,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1300,,,,97,,,2,USA_INSTALLED,Yes,0,1,1,8,0,0,0,0,MISSING,MISSING,,MISSING,GAS,0,,,left_only
35012,14906000,304000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3200,50.9878652,4.8268005,2024,90,,3,2,MISSING,MISSING,0,0,1,23,0,0,0,1,AS_NEW,Yes,,MISSING,MISSING,0,,,left_only
35038,27527000,304020,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1700,50.8375313,4.1902649,2023,81,,,2,USA_HYPER_EQUIPPED,Yes,0,0,1,13,0,0,0,0,AS_NEW,Yes,,MISSING,MISSING,1,,,left_only
35040,19609000,304065,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4620,50.614514,5.6812211,,98,,,2,USA_HYPER_EQUIPPED,Yes,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,GAS,1,,,left_only
35070,69847000,304870,HOUSE,HOUSE,Flanders,West Flanders,Oostend,8480,51.123999,3.0252903,2022,158,231,2,3,INSTALLED,Yes,0,0,0,0,1,,0,0,MISSING,MISSING,0,MISSING,MISSING,0,,,left_only
35105,42269000,305000,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9300,50.9438305,4.0602771,2023,100,,,2,HYPER_EQUIPPED,Yes,0,0,1,25,0,0,0,1,GOOD,Yes,30,A,MISSING,1,,,left_only
35146,30640000,305000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2217393,2.8931415,,66,,,1,MISSING,MISSING,0,0,1,12,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
35155,34167000,305000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2336275,2.9199171,,,,,2,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,,MISSING,MISSING,0,,,left_only
35168,2597000,305000,APARTMENT,APARTMENT,Wallonia,Hainaut,Mons,7000,50.4457105,3.9420392,,105,,,3,MISSING,MISSING,0,0,1,6,0,0,0,1,MISSING,MISSING,,MISSING,ELECTRIC,1,,,left_only
35177,52666000,305000,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4031,50.5955297,5.5699935,2024,100,,,2,INSTALLED,Yes,0,0,1,9,0,0,0,1,MISSING,MISSING,45,A+,GAS,1,,,left_only
35207,46947000,305000,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Turnhout,2360,51.3119049,4.9875192,2023,108,,,2,HYPER_EQUIPPED,Yes,0,0,1,13,0,0,0,0,AS_NEW,Yes,,MISSING,MISSING,0,,,left_only
35246,25532000,305000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3300,50.8168315,4.8857838,2023,119,0,2,2,MISSING,MISSING,0,0,1,16,0,0,0,0,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
35257,17985000,305000,HOUSE,HOUSE,Flanders,West Flanders,Roeselare,8770,50.9153198,3.2481512,2023,112,0,,2,MISSING,MISSING,0,0,1,11,1,45,0,0,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
35269,42250000,305000,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7100,50.4729751,4.2075088,2024,149,338,3,3,USA_HYPER_EQUIPPED,Yes,0,0,1,17,1,247,0,0,MISSING,MISSING,,A,MISSING,1,,,left_only
35281,17330000,305000,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6840,49.8781245,5.4949184,2021,129,720,3,3,NOT_INSTALLED,No,0,0,1,20,0,0,0,1,AS_NEW,Yes,74,A,MISSING,1,,,left_only
35305,2966000,305455,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5001,,,,94,,,2,MISSING,MISSING,0,0,1,,0,0,0,1,MISSING,MISSING,97,B,MISSING,0,,,left_only
35346,51078000,306000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1367,,,,,880,4,4,NOT_INSTALLED,No,0,0,1,,1,600,0,1,MISSING,MISSING,573,G,FUELOIL,1,732,,left_only
35400,75111000,307000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2630,51.1243187,4.3719739,1968,143,440,2,3,NOT_INSTALLED,No,0,0,1,60,1,310,0,1,TO_RENOVATE,No,346,D,FUELOIL,0,872,,left_only
35497,57312000,308278,APARTMENT,APARTMENT,Flanders,East Flanders,Sint-Niklaas,9160,51.0983465,3.9941744,,92,,2,2,MISSING,MISSING,0,0,1,15,0,0,0,1,MISSING,MISSING,,MISSING,SOLAR,1,,,left_only
35513,10682000,308500,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9600,50.7445863,3.595981,2023,97,187,3,2,INSTALLED,Yes,0,0,1,,1,110,0,0,MISSING,MISSING,,MISSING,GAS,1,,,left_only
35606,46640000,309000,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4671,50.6558619,5.6753962,,99,,,2,INSTALLED,Yes,0,0,1,19,0,0,0,1,AS_NEW,Yes,,A,GAS,1,,,left_only
35629,13934000,309000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2020,51.188171,4.3856158,,174,99,2,4,NOT_INSTALLED,No,0,0,1,10,0,0,0,1,GOOD,Yes,425,E,GAS,0,,,left_only
35630,52282000,309000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2040,51.3451516,4.3192739,1935,202,200,2,4,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,299,C,GAS,0,612,,left_only
35631,46580000,309000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2060,51.22719,4.4183353,1882,305,72,2,5,NOT_INSTALLED,No,0,1,0,0,0,0,0,0,TO_RENOVATE,No,372,D,GAS,1,1070,,left_only
35633,71700000,309000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2640,51.1647963,4.4561194,1920,215,310,2,4,SEMI_EQUIPPED,Yes,0,1,0,0,1,,0,0,TO_RENOVATE,No,474,E,GAS,1,,,left_only
35683,8214000,309000,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7540,,,,,1330,3,2,MISSING,MISSING,0,1,0,0,0,0,0,1,MISSING,MISSING,383,E,PELLET,1,434,,left_only
35686,28068000,309000,HOUSE,HOUSE,Wallonia,Liège,Liège,4100,50.5793293,5.5387884,2022,,134,2,3,MISSING,MISSING,0,0,1,15,0,0,0,1,AS_NEW,Yes,9,A+,GAS,0,,,left_only
35697,74443000,309000,HOUSE,HOUSE,Wallonia,Luxembourg,Virton,6820,49.6936806,5.3020427,2023,166,407,3,4,HYPER_EQUIPPED,Yes,0,0,1,,1,407,0,1,AS_NEW,Yes,91,B,GAS,1,,,left_only
35699,67217000,309000,HOUSE,HOUSE,Wallonia,Namur,Dinant,5560,50.1588637,4.9417557,2023,,867,4,3,MISSING,MISSING,0,0,1,,0,0,0,1,MISSING,MISSING,,MISSING,GAS,1,,,left_only
35722,4987000,309500,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2547,51.1273377,4.5015828,2023,92,,,2,HYPER_EQUIPPED,Yes,0,0,1,9,0,0,0,1,AS_NEW,Yes,,MISSING,MISSING,1,,,left_only
35748,37493000,309574,APARTMENT,DUPLEX,Flanders,Antwerp,Turnhout,2250,51.1450579,4.846686,2023,129,,,2,INSTALLED,Yes,0,1,1,19,1,41,0,0,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
35754,19894000,309727,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7640,,,,147,1750,4,3,MISSING,MISSING,0,0,0,0,0,0,0,1,AS_NEW,Yes,,A+,MISSING,0,,,left_only
35759,3080000,309787,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2340,51.2954609,4.7788055,2023,106,,,2,MISSING,MISSING,0,0,1,12,0,0,0,1,AS_NEW,Yes,,MISSING,MISSING,0,,,left_only
35779,65681000,309900,APARTMENT,APARTMENT,Wallonia,Liège,Verviers,4900,50.4879174,5.8729737,,104,,,3,MISSING,MISSING,0,0,1,12,0,0,0,1,MISSING,MISSING,,B,PELLET,1,,,left_only
35849,11027000,310000,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9050,51.0383444,3.7475733,1964,92,,,3,MISSING,MISSING,0,0,0,0,1,3,0,0,GOOD,Yes,,C,MISSING,1,887,,left_only
35880,46827000,310000,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8500,50.8238686,3.2680254,,154,,2,4,MISSING,MISSING,0,0,1,,0,0,0,0,GOOD,Yes,392,D,GAS,0,,,left_only
35889,32995000,310000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2226677,2.9076953,,79,,,2,HYPER_EQUIPPED,Yes,0,0,1,,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
35939,6793000,310000,APARTMENT,APARTMENT,Wallonia,Luxembourg,Marche-en-Famenne,6940,50.3788264,5.5248883,,87,,,2,MISSING,MISSING,0,0,1,15,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
35961,32482000,310000,APARTMENT,DUPLEX,Flanders,East Flanders,Dendermonde,9240,51.0608311,4.0185913,2008,,,,2,HYPER_EQUIPPED,Yes,0,0,1,,0,0,0,0,AS_NEW,Yes,,A,GAS,1,,,left_only
35975,21100000,310000,APARTMENT,GROUND_FLOOR,Flanders,East Flanders,Dendermonde,9220,51.0992272,4.1330492,,97,,,2,MISSING,MISSING,0,0,0,0,1,32,0,1,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
35981,62426000,310000,APARTMENT,GROUND_FLOOR,Flanders,West Flanders,Oostend,8430,51.1838218,2.8127204,,83,,4,2,INSTALLED,Yes,0,1,1,20,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
36035,40462000,310000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9080,51.1064503,3.8458479,1900,166,918,4,3,SEMI_EQUIPPED,Yes,0,1,0,0,0,0,0,0,TO_RENOVATE,No,679,F,ELECTRIC,1,,,left_only
36040,66355000,310000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,50.7240226,4.242058,1971,103,324,3,3,SEMI_EQUIPPED,Yes,0,0,1,8,1,180,0,0,TO_RENOVATE,No,242,C,GAS,1,756,,left_only
36053,30234000,310000,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3800,50.8126079,5.18406,1850,170,70,2,3,INSTALLED,Yes,0,1,0,0,0,0,0,1,JUST_RENOVATED,Yes,232,C,GAS,1,401,,left_only
36121,41350000,310000,HOUSE,HOUSE,Wallonia,Namur,Philippeville,5660,50.1095084,4.5293511,,218,1697,4,4,MISSING,MISSING,0,0,1,14,0,0,0,1,GOOD,Yes,409,E,FUELOIL,1,1118,,left_only
36130,49547000,310000,HOUSE,MIXED_USE_BUILDING,Flanders,Antwerp,Turnhout,2300,51.3207291,4.9406666,,185,85,2,2,SEMI_EQUIPPED,Yes,0,0,0,0,0,0,0,0,TO_BE_DONE_UP,No,569,F,GAS,0,1130,,left_only
36177,25554000,310830,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9080,51.1073912,3.8980695,2024,,,,2,MISSING,MISSING,0,0,1,,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
36219,50315000,311230,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3590,50.928423,5.448373,2023,129,182,,3,MISSING,MISSING,0,0,0,0,0,0,0,0,MISSING,MISSING,,MISSING,ELECTRIC,1,,,left_only
36220,6770000,311230,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3590,50.9287584,5.4489331,2023,129,182,,3,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,34,A,ELECTRIC,1,,,left_only
36234,15197000,311556,APARTMENT,APARTMENT,Flanders,Limburg,Tongeren,3720,50.8556003,5.385215,2024,87,,3,2,MISSING,MISSING,0,0,1,24,1,24,0,0,GOOD,Yes,,MISSING,MISSING,0,,,left_only
36246,65895000,312000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,50.8657817,4.3438952,,80,,4,2,INSTALLED,Yes,0,0,1,6,0,0,0,1,AS_NEW,Yes,45,A,MISSING,0,,,left_only
36270,21604000,312000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8301,51.339918,3.2396865,,,,,1,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,265,C,MISSING,1,,,left_only
36287,36758000,312000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9880,51.073908,3.44769,1932,174,885,3,3,INSTALLED,Yes,0,1,1,,0,0,0,1,MISSING,MISSING,692,F,ELECTRIC,1,550,,left_only
36311,62721000,312500,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1090,,,2023,97,,4,2,INSTALLED,Yes,0,1,1,6,0,0,0,1,GOOD,Yes,,MISSING,GAS,1,,,left_only
36329,13747000,312500,APARTMENT,APARTMENT,Wallonia,Luxembourg,Marche-en-Famenne,6990,50.2544522,5.4805268,1960,270,,4,6,INSTALLED,Yes,0,0,1,50,1,500,0,1,MISSING,MISSING,485,F,FUELOIL,1,1244,,left_only
36373,19786000,313000,APARTMENT,PENTHOUSE,Wallonia,Hainaut,Tournai,7500,50.6076841,3.3899934,2021,93,,,2,INSTALLED,Yes,0,1,1,11,0,0,1,1,MISSING,MISSING,,MISSING,GAS,1,,,left_only
36383,52276000,313296,HOUSE,MIXED_USE_BUILDING,Flanders,Limburg,Hasselt,3582,51.050942,5.2782047,2024,134,381,,3,INSTALLED,Yes,0,0,0,0,1,381,0,0,GOOD,Yes,0,MISSING,GAS,1,,,left_only
36403,70797000,313632,APARTMENT,APARTMENT,Flanders,West Flanders,Roeselare,8770,50.9040702,3.2629322,2022,135,,,2,MISSING,MISSING,0,0,1,,0,0,0,1,MISSING,MISSING,0,MISSING,MISSING,0,,,left_only
36434,42870000,314000,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5100,,,2024,117,,2,3,USA_INSTALLED,Yes,0,0,1,15,0,0,0,1,AS_NEW,Yes,84,A,GAS,0,,,left_only
36438,45093000,314000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3200,50.9934147,4.8471055,1936,154,225,3,4,HYPER_EQUIPPED,Yes,0,0,1,,0,0,0,1,GOOD,Yes,365,D,GAS,1,,,left_only
36473,67681000,314500,APARTMENT,APARTMENT,Flanders,Limburg,Tongeren,3620,50.9241631,5.7043525,,106,,,2,MISSING,MISSING,0,0,1,10,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
36474,16351000,314500,APARTMENT,APARTMENT,Flanders,West Flanders,Diksmuide,8600,51.0327599,2.8712006,2023,104,,,2,MISSING,MISSING,0,0,1,157,0,0,0,0,GOOD,Yes,,MISSING,MISSING,1,,,left_only
36529,30300000,315000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1200,,,1904,82,,2,1,INSTALLED,Yes,0,0,0,0,0,0,0,0,GOOD,Yes,162,D,MISSING,1,,,left_only
36536,14844000,315000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2000,51.2200571,4.4027828,,71,,2,1,INSTALLED,Yes,0,0,0,0,0,0,0,0,JUST_RENOVATED,Yes,,MISSING,GAS,1,,,left_only
36553,22467000,315000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2547,51.1261408,4.4865027,1971,89,,,3,MISSING,MISSING,0,0,0,0,0,0,0,1,GOOD,Yes,142,B,GAS,1,699,,left_only
36557,72417000,315000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2600,51.1998879,4.4413565,,,,,1,MISSING,MISSING,0,0,1,7,0,0,0,0,AS_NEW,Yes,114,B,MISSING,1,,,left_only
36579,26687000,315000,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9320,50.9205509,4.0603586,,94,,,2,MISSING,MISSING,0,0,1,9,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
36605,17284000,315000,APARTMENT,APARTMENT,Flanders,East Flanders,Sint-Niklaas,9120,51.2163224,4.2481756,2023,91,,,2,MISSING,MISSING,0,0,1,14,0,0,0,0,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
